Name,Price,Link,Amenities,Long Term,Minimum Stay,City,Neighborhood,Location,Floor,Square Area,Bedrooms,Bathrooms,Security,Pool,Airconditioning,Parking,Balcony,Pets Allowed,Furnishing,Updated,Latitude,Longitude,Address,Province,Region,Rating,ReviewsCount,school,hospital,shopping_mall,supermarket,church,park,gym,restaurant,bank,pharmacy,police,subway_station,train_station,university,transit_station,bus_station
Infina Towers 2BR Fully Furnished For Rent,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/infina-towers-2br-fully-furnished-for-rent/81b18a8e34&cl=1,Concierge; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"30,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,34,,2,1,1,1,1,1,1,,Fully Furnished,10-Jan-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1 Bedroom at Manhattan Heights Tower C,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-at-manhattan-heights-tower-c/780f485234&cl=1,Concierge; Jogging Trail; Gym; 24/7 Security; Swimming pool; Balcony,"30,000 /Month",6 Months,Quezon City,Araneta Center Cubao,Manhattan Heights,19,41.2,1,1,1,1,,,1,,Fully Furnished,20-May-24,14.6205157,121.0572506,"13th General Romulo Hi-way, Araneta Center, Commercial Complex, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,4.2,26,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1BR Fully Furnished Unit at Trees Residences for Rent,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/1br-fully-furnished-unit-at-trees-residences-for-rent/9c55944844&cl=1,Concierge; Jogging Trail; Study Hall; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"15,000 /Month",1 Week,Quezon City,Novaliches,Trees Residences,,24,1,1,1,1,1,,,,Fully Furnished,30-Sep-24,14.7090139,121.0356568,"P25P+J73, Quirino Hwy, BRGY, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,4.2,85,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Hotel Inspired Fully Furnished 1BR Unit in Trees Residences QC,13000,https://rentpad.com.ph/long-term-rentals/quezon-city/hotel-inspired-fully-furnished-1br-unit-in-trees-residences-qc/e8dc82ff5&cl=1,Concierge; Jogging Trail; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"13,000 /Month",2 Nights,Quezon City,Novaliches,Trees Residences,,24,1,1,1,1,1,,,,Fully Furnished,9-Oct-24,14.659502,121.02806,"Misamis St Bago Bantay, Sto Cristo, Quezon City, 1105 Metro Manila, Philippines",,Metro Manila,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
2BR Unit for Rent at ZiS Crib Vine Residences QC,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-unit-for-rent-at-zis-crib-vine-residences-qc/d26b5e6083&cl=1,Concierge; 24/7 Security; Function Rooms; Swimming pool; Parking,"25,000 /Month",6 Months,Quezon City,Novaliches,Vine Residences,4,29.65,2,1,1,1,,1,,,Fully Furnished,29-Dec-24,14.6817003,121.1002086,"114 Session Rd, Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
2BR Fully Furnished Condo for Rent at Portovita Towers,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-fully-furnished-condo-for-rent-at-portovita-towers/b2344c6b76&cl=1,Pets Allowed; Jogging Trail; Gym; Multi-Purpose Hall; 24/7 Security; Swimming pool; Parking; Storage Space,"30,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Portovita Towers,,43.5,2,1,1,1,1,1,,1,Fully Furnished,13-Feb-24,14.6195348,121.0583989,"232 P. Tuazon Blvd, Cubao, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.5,103,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Fully Furnished 2 Bedroom Condo Unit for Rent at Portovita,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2-bedroom-condo-unit-for-rent-at-portovita/7c6e9d6072&cl=1,Concierge; Jogging Trail; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking,"30,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Portovita Towers,,43.5,2,1,1,1,,1,,,Fully Furnished,16-Feb-24,14.6817003,121.1002086,"114 Session Rd, Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
Fully Furnished Studio Unit Walking distance to Rob Magnolia,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit--walking-distance-to-rob-magnolia/1d27e70539&cl=1,Gym; Study Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"16,000 /Month",6 Months,Quezon City,,,2,25,0,1,1,1,,,1,,Fully Furnished,22-Feb-24,14.6150438,121.0373754,"Aurora Blvd, corner Doña Hemady St, Quezon City, 1111 Metro Manila, Philippines",,Metro Manila,4.6,5452,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Studio Unit with Balcony The Residences at Commonwealth QC,14000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-unit-with-balcony-the-residences-at-commonwealth-qc/15135ec119&cl=1,Gym; Study Hall; Play Room; 24/7 Security; Swimming pool; Balcony,"14,000 /Month",1 Year,Quezon City,Commonwealth Area,The Residences at Commonwealth by Century,3,20,0,1,1,1,,,1,,Semi Furnished,12-Nov-24,14.6751809,121.0878539,"Quirino West, The Residences at Commonwealth, 1126 Don Antonio Dr, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Fully Furnished 2 Bedroom with Installed Wifi for Rent,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2-bedroom-with-installed-wifi-for-rent/a7b19f5c6&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"35,000 /Month",1 Night,Quezon City,North Avenue Area,SM Grass Residences,8,55,2,2,1,1,1,,1,1,Fully Furnished,24-Oct-24,14.6167772,121.0442291,"J28V+PM9, P. Tuazon Blvd, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2BR Fully Furnished for Rent at Portovita Towers Quezon City,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-fully-furnished-for-rent-at-portovita-towers-quezon-city/fd61e51757&cl=1,Concierge; Jogging Trail; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking,"30,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Portovita Towers,,43.5,2,1,1,1,,1,,,Fully Furnished,13-Feb-24,14.6195348,121.0583989,"232 P. Tuazon Blvd, Cubao, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.5,103,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Fully Furnished 1 Bedroom Unit at Trees Residences for Rent,12000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-trees-residences-for-rent/3a3b409359&cl=1,Concierge; Jogging Trail; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"12,000 /Month",1 Year,Quezon City,Novaliches,Trees Residences,10,22.92,1,1,1,1,,,,,Fully Furnished,28-Dec-24,14.7090139,121.0356568,"P25P+J73, Quirino Hwy, BRGY, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,4.2,85,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Semi Furnished 1 Bedroom Unit at High Park Vertis for Rent,50000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-1-bedroom-unit-at-high-park-vertis-for-rent/b29c79395&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"50,000 /Month",1 Year,Quezon City,Diliman,High Park Vertis,16,62,1,1,1,1,1,1,1,,Semi Furnished,5-Jun-24,14.6484198,121.0382333,"Hydra, Bagong Pag-asa, Quezon City, Metro Manila, Philippines",,Metro Manila,4.4,44,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Studio Unit at The Residences at Commonwealth by Century,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-unit-at-the-residences-at-commonwealth-by-century/d1bb2ad74&cl=1,Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"15,000 /Month",1 Year,Quezon City,Commonwealth Area,The Residences at Commonwealth by Century,19,22,0,1,1,1,,,1,,Semi Furnished,25-Dec-24,14.6765861,121.0872741,"Amsteam Avenue, Brgy Don Antonio Dr, Quezon City, 1119 Metro Manila, Philippines",,Metro Manila,4.3,192,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1 Bedroom Fully Furnished Condo at Avida Towers Vita,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-fully-furnished-condo-at-avida-towers-vita/630c8ede51&cl=1,Concierge; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"25,000 /Month",6 Months,Quezon City,North Avenue Area,Avida Towers Vita,22,35.42,1,1,1,1,,,,,Fully Furnished,28-Dec-24,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Fully Furnished 1 Bedroom Condo at Studio A Katipunan,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-condo-at-studio-a-katipunan/ff008ed940&cl=1,Concierge; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"25,000 /Month",6 Months,Quezon City,Loyola Heights,Studio A,15,26.5,1,1,1,1,,,,,Fully Furnished,1-Dec-24,14.6298269,121.0740555,"Katipunan Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Minimalist Scandinavian 1BR Condo Unit in Trees Residences,40000,https://rentpad.com.ph/long-term-rentals/quezon-city/minimalist-scandinavian-1br-condo-unit-in-trees-residences/73f1bfd884&cl=1,Concierge; Jogging Trail; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking,"40,000 /Month",1 Night,Quezon City,Novaliches,Trees Residences,8,25,1,1,1,1,,1,,,Fully Furnished,13-Nov-24,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1 Bedroom Unit at Trees Residences for Rent,14000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-trees-residences-for-rent/574eb1d960&cl=1,Multi-Purpose Hall; Function Rooms; Swimming pool; Parking,"14,000 /Month",6 Months,Quezon City,Novaliches,Trees Residences,1,24,1,1,,1,,1,,,Fully Furnished,1-Jul-24,14.7090139,121.0356568,"P25P+J73, Quirino Hwy, BRGY, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,4.2,85,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
26th Floor QC View Apartment Condo at Victoria De Morato,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/26th-floor-qc-view-apartment-condo-at-victoria-de-morato/9312143541&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"18,000 /Month",1 Year,Quezon City,Timog and South Triangle,Victoria De Morato,26,26,0,1,1,1,1,,,1,Semi Furnished,10-Dec-24,14.6364954,121.0364155,"38 Scout Borromeo St, cor Tomas Morato Ave, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,3.5,101,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Fully Furnished 2 Bedroom Unit at The Celandine for Rent,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2-bedroom-unit-at-the-celandine-for-rent/4de38e6081&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"35,000 /Month",6 Months,Quezon City,North Avenue Area,The Celandine,27,53,2,1,1,1,1,1,1,1,Fully Furnished,21-Nov-24,14.6546166,120.9984237,"Bgy, A. Bonifacio Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,4.1,83,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Fully Furnished Studio at Escalade 20th Ave for Rent,15500,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-at-escalade-20th-ave-for-rent/fa9d2af525&cl=1,Jogging Trail; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"15,500 /Month",1 Year,Quezon City,Araneta Center Cubao,Escalades at 20th Avenue,7,22,1,1,1,1,,,,,Fully Furnished,9-Dec-24,14.6252291,121.0609035,"20th Ave, Cubao, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,4.6,54,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Semi Furnished 6 Bedroom House at Capitol Homes for Rent,110000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-6-bedroom-house-at-capitol-homes-for-rent/9d43ea6611&cl=1,Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Parking; Balcony; Storage Space,"110,000 /Month",1 Year,Quezon City,,,,1600,6,4,1,,1,1,1,1,Semi Furnished,4-Dec-24,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished Studio Unit at SM Grass Residences for Rent,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-sm-grass-residences-for-rent/a61bbb6d89&cl=1,Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"18,000 /Month",6 Months,Quezon City,North Avenue Area,SM Grass Residences,30,20,0,1,1,1,,1,1,,Fully Furnished,1-Jul-24,14.6580639,121.0290948,"Grass Residences-SM North Edsa Walkway, Quezon City, Metro Manila, Philippines",,Metro Manila,4.6,16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Semi Furnished Studio Unit at Spazio Bernao Condominium,9500,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-unit-at-spazio-bernao-condominium/faf0779631&cl=1,Gym; Multi-Purpose Hall; 24/7 Security; Storage Space,"9,500 /Month",1 Year,Quezon City,Novaliches,Spazio Bernao Condominium,5,33,0,1,1,,1,,,,Semi Furnished,12-Nov-24,14.6899203,121.0327131,"1116 Old Sauyo , Quezon City, Metro Manila, Philippines",,Metro Manila,4.4,87,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
3 Bedroom House for Rent in Mindanao Ave QC,80000,https://rentpad.com.ph/long-term-rentals/quezon-city/3-bedroom-house-for-rent-in-mindanao-ave-qc/e684d8e413&cl=1,Pets Allowed; Parking,"80,000 /Month",1 Year,Quezon City,,,,160,3,3,,,,1,,1,Fully Furnished,1-May-24,14.7275198,121.0590018,"Mindanao Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
Condo Unit for Rent at 53 Benitez QC,55000,https://rentpad.com.ph/long-term-rentals/quezon-city/condo-unit-for-rent-at-53-benitez-qc/05b5428388&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"55,000 /Month",,Quezon City,New Manila,53 Benitez,5,66,2,2,1,1,1,1,1,1,Fully Furnished,2-Jan-25,14.6145245,121.0462309,"53 C. Benitez St, Quezon City, Metro Manila, Philippines",,Metro Manila,4.6,91,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
For Rent 1 Bedroom Semi-furnished Unit in Viera Residences,18500,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent-1-bedroom-semifurnished-unit-in-viera-residences/2be44f338&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"18,500 /Month",1 Year,Quezon City,Timog and South Triangle,Viera Residences,20,28.5,1,1,1,1,1,1,1,,Semi Furnished,16-Dec-24,14.6277411,121.0319422,"Viera DMCI Homes, Sct. Tuason St, Diliman, Quezon City, 1103 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
For Rent 1 Bedroom in Future point plaza II near Solaire Tinoma,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent-1-bedroom-in-future-point-plaza-ii-near-solaire-tinoma/4bbdf93816&cl=1,,"22,000 /Month",1 Year,Quezon City,Timog and South Triangle,Future Point Plaza III,8,40,1,1,,,,,,,Semi Furnished,30-May-24,14.6533421,121.0333668,"Edsa, cor North Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,13607,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2BR for Rent in Future Point Plaza III near Solaire Trinoma,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-for-rent-in-future-point-plaza-iii-near-solaire-trinoma/62ef449880&cl=1,Concierge; Pets Allowed; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"28,000 /Month",1 Year,Quezon City,Timog and South Triangle,Future Point Plaza III,10,44,2,1,1,1,1,,1,1,Fully Furnished,30-May-24,14.6533421,121.0333668,"Edsa, cor North Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,13607,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Unfurnished 3BR Apartment Maginhawa Quezon City UP Village,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-3br-apartment-maginhawa-quezon-city-up-village/6eb56fbf85&cl=1,Storage Space,"25,000 /Month",1 Year,Quezon City,,,,105,3,2,,,1,,,,Unfurnished,10-Aug-24,14.6411626,121.061464,"152 Madasalin Street, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,3.8,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
Fully Furnished Studio Unit in Congressional Ave QC,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-in-congressional-ave-qc/d2001cf997&cl=1,Concierge; 24/7 Security; Swimming pool,"20,000 /Month",6 Months,Quezon City,North Avenue Area,Congressional Town Center,28,22,0,1,1,1,,,,,Fully Furnished,2-Dec-24,14.6716517,121.0423005,"Congressional Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Unfurnished 2BR for Rent at Veterans Village Quezon City,13000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-2br-for-rent-at-veterans-village-quezon-city/0312318391&cl=1,,"13,000 /Month",1 Year,Quezon City,,,2,32,2,1,,,,,,,Unfurnished,1-Dec-24,14.6549042,121.0234757,"Veterans Village, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0
Fully Furnished Studio Unit in Berkeley Residences near ADMU,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-in-berkeley-residences-near-admu/beb4fc4b78&cl=1,24/7 Security; Function Rooms; Swimming pool,"25,000 /Month",1 Year,Quezon City,Loyola Heights,Berkeley Residences,18,24,0,1,1,1,,,,,Fully Furnished,16-Jun-24,14.6446188,121.0740867,"Berkeley Residences, Escaler, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Spacious Executive 1BR with Maids Room at Eastwood Global Plaza,55000,https://rentpad.com.ph/long-term-rentals/quezon-city/spacious-executive-1br-with-maids-room-at-eastwood-global-plaza/5ac986d25&cl=1,Concierge; Pets Allowed; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"55,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Global Plaza Luxury Residence,31,55,1,2,1,1,,,,1,Fully Furnished,17-Nov-24,14.6074846,121.0815122,"Eastwood City, Eastwood Palm Tree Avenue, Bagumbayan, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.1,36,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
2 Bedroom Condo Unit at Commonwealth Quezon City for Rent,24000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-condo-unit-at-commonwealth-quezon-city-for-rent/9ac0202a20&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"24,000 /Month",1 Year,Quezon City,Commonwealth Area,Verde Spatial,8,32.02,2,1,1,1,,,,1,Fully Furnished,25-Nov-24,14.6680123,121.0429568,"M29V+65, Project 8, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Semi Furnished 2 Bedroom Unit at Regalia Tower Suites for Rent,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-2-bedroom-unit-at-regalia-tower-suites-for-rent/872bf54b74&cl=1,,"25,000 /Month",6 Months,Quezon City,Araneta Center Cubao,Regalia Tower Suites,,63.35,2,1,,,,,,,Semi Furnished,20-Nov-24,14.6164441,121.0538281,"The Regalia Tower Suites, 150 P. Tuazon Blvd, Cubao, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Semi Furnished 2BR for Rent in Suntrust Aurora Gardens San Juan,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-2br-for-rent-in-suntrust-aurora-gardens-san-juan/6fea57f085&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"25,000 /Month",1 Year,San Juan City,New Manila,Suntrust Aurora Gardens,1,,2,1,1,1,1,1,,1,Semi Furnished,18-Nov-24,14.6115227,121.0299457,"180 Aurora Blvd, San Juan City, 1500 Metro Manila, Philippines",,Metro Manila,4.4,108,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Semi Furnished Studio Unit at High Park Vertis for Rent,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-unit-at-high-park-vertis-for-rent/810e89a097&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"25,000 /Month",1 Year,Quezon City,Diliman,High Park Vertis,32,32,0,1,1,1,,,,1,Semi Furnished,12-Nov-24,14.6484198,121.0382333,"Hydra, Bagong Pag-asa, Quezon City, Metro Manila, Philippines",,Metro Manila,4.4,44,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Semi Furnished Studio Type Condo Unit with Free WIFI,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-type-condo-unit-with-free-wifi/553ca38677&cl=1,Concierge; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"20,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Escalades East Tower,6,24,0,1,1,1,1,,,,Semi Furnished,26-Jul-24,14.6680123,121.0429568,"M29V+65, Project 8, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
